Median energy [keV],Density,RunPeriod,Interval
2,0,17/02/2018,30
2.002002,0,17/02/2018,30
2.004004,0,17/02/2018,30
2.006006,0,17/02/2018,30
2.008008,0,17/02/2018,30
2.01001,0,17/02/2018,30
2.012012,0,17/02/2018,30
2.014014,0,17/02/2018,30
2.016016,0,17/02/2018,30
2.018018,0,17/02/2018,30
2.02002,0,17/02/2018,30
2.022022,0,17/02/2018,30
2.024024,0,17/02/2018,30
2.026026,0,17/02/2018,30
2.028028,0,17/02/2018,30
2.03003,0,17/02/2018,30
2.032032,0,17/02/2018,30
2.034034,0,17/02/2018,30
2.036036,0,17/02/2018,30
2.038038,0,17/02/2018,30
2.04004,0,17/02/2018,30
2.042042,0,17/02/2018,30
2.044044,0,17/02/2018,30
2.046046,0,17/02/2018,30
2.048048,0,17/02/2018,30
2.0500501,0,17/02/2018,30
2.0520521,0,17/02/2018,30
2.0540541,0,17/02/2018,30
2.0560561,0,17/02/2018,30
2.0580581,0,17/02/2018,30
2.0600601,0,17/02/2018,30
2.0620621,0,17/02/2018,30
2.0640641,0,17/02/2018,30
2.0660661,0,17/02/2018,30
2.0680681,0,17/02/2018,30
2.0700701,0,17/02/2018,30
2.0720721,0,17/02/2018,30
2.0740741,0,17/02/2018,30
2.0760761,0,17/02/2018,30
2.0780781,0,17/02/2018,30
2.0800801,0,17/02/2018,30
2.0820821,0,17/02/2018,30
2.0840841,0,17/02/2018,30
2.0860861,0,17/02/2018,30
2.0880881,0,17/02/2018,30
2.0900901,0,17/02/2018,30
2.0920921,0,17/02/2018,30
2.0940941,0,17/02/2018,30
2.0960961,0,17/02/2018,30
2.0980981,0,17/02/2018,30
2.1001001,0,17/02/2018,30
2.1021021,0,17/02/2018,30
2.1041041,0,17/02/2018,30
2.1061061,0,17/02/2018,30
2.1081081,0,17/02/2018,30
2.1101101,0,17/02/2018,30
2.1121121,0,17/02/2018,30
2.1141141,0,17/02/2018,30
2.1161161,0,17/02/2018,30
2.1181181,0,17/02/2018,30
2.1201201,0,17/02/2018,30
2.1221221,0,17/02/2018,30
2.1241241,0,17/02/2018,30
2.1261261,0,17/02/2018,30
2.1281281,0,17/02/2018,30
2.1301301,0,17/02/2018,30
2.1321321,0,17/02/2018,30
2.1341341,0,17/02/2018,30
2.1361361,0,17/02/2018,30
2.1381381,0,17/02/2018,30
2.1401401,0,17/02/2018,30
2.1421421,0,17/02/2018,30
2.1441441,0,17/02/2018,30
2.1461461,0,17/02/2018,30
2.1481481,0,17/02/2018,30
2.1501502,0,17/02/2018,30
2.1521522,0,17/02/2018,30
2.1541542,0,17/02/2018,30
2.1561562,0,17/02/2018,30
2.1581582,0,17/02/2018,30
2.1601602,0,17/02/2018,30
2.1621622,0,17/02/2018,30
2.1641642,0,17/02/2018,30
2.1661662,0,17/02/2018,30
2.1681682,0,17/02/2018,30
2.1701702,0,17/02/2018,30
2.1721722,0,17/02/2018,30
2.1741742,0,17/02/2018,30
2.1761762,0,17/02/2018,30
2.1781782,0,17/02/2018,30
2.1801802,0,17/02/2018,30
2.1821822,0,17/02/2018,30
2.1841842,0,17/02/2018,30
2.1861862,0,17/02/2018,30
2.1881882,0,17/02/2018,30
2.1901902,0,17/02/2018,30
2.1921922,0,17/02/2018,30
